Date,Temp
2019/7/11,23.198
2019/7/12,23.252
2019/7/13,23.492
2019/7/14,23.224
2019/7/15,23.22
2019/7/16,23.186
2019/7/17,24.087
2019/7/18,24.499
2019/7/19,24.044
2019/7/20,22.705
2019/7/21,23.097
2019/7/22,23.466
2019/7/23,23.515
2019/7/24,24.26
2019/7/25,24.735
2019/7/26,24.627
2019/7/27,24.324
2019/7/28,23.646
2019/7/29,24.611
2019/7/30,24.643
2019/7/31,24.553
2019/8/1,24.537
2019/8/2,24.881
2019/8/3,24.416
2019/8/4,24.36
2019/8/5,24.511
2019/8/6,24.44
2019/8/7,24.321
2019/8/8,
2019/8/9,
2019/8/19,
2019/8/20,
2019/8/21,
2019/8/22,
2019/8/23,
2019/8/26,
2019/8/27,
2019/8/28,
2019/8/29,
2019/8/30,
2019/9/2,
2019/9/3,25.4935
2019/9/4,25.99164583
2019/9/5,25.83320833
2019/9/6,25.36660417
2019/9/7,25.49004167
2019/9/8,25.301875
2019/9/9,25.82029167
2019/9/10,26.76535417
2019/9/11,28.1536
2019/9/12,
2019/9/13,
2019/9/18,
2019/9/19,
2019/9/20,
2019/9/21,
2019/9/24,
2019/9/25,
2019/9/26,
2019/9/27,
2019/9/30,
2019/10/1,
2019/10/2,
2019/10/3,
2019/10/4,
2019/10/7,
2019/10/8,
2019/10/9,
2019/10/10,
2019/10/11,
2019/10/15,
2019/10/16,
2019/10/17,
2019/10/18,
2019/10/21,
2019/10/23,
2019/10/24,
2019/10/27,
2019/10/28,
2019/10/29,
2019/10/30,
2019/10/31,23.3946087
2019/11/1,22.71466667
2019/11/2,22.35741667
2019/11/3,22.6229375
2019/11/4,22.42335417
2019/11/5,22.3675
2019/11/6,22.32172917
2019/11/7,22.16022917
2019/11/8,21.84533333
2019/11/9,21.40160417
2019/11/10,21.87941667
2019/11/11,22.3236875
2019/11/12,22.0745
2019/11/13,21.84933333
2019/11/14,21.58475
2019/11/15,21.29227083
2019/11/16,22.15670833
2019/11/17,21.98479167
2019/11/18,21.88914583
2019/11/19,21.46145833
2019/11/20,20.5075
2019/11/21,20.579
2019/11/22,20.6803125
2019/11/23,20.32683333
2019/11/24,20.7894375
2019/11/25,21.23270833
2019/11/26,20.6246875
2019/11/27,20.43414583
2019/11/28,20.257625
2019/11/29,19.76547917
2019/11/30,19.953875
2019/12/1,19.98775
2019/12/2,20.54722917
2019/12/3,19.84689583
2019/12/4,19.24625
2019/12/5,18.65377083
2019/12/6,18.7091875
2019/12/7,18.45172917
2019/12/8,18.3980625
2019/12/9,18.31672917
2019/12/10,18.85766667
2019/12/11,20.22991667
2019/12/12,19.54166667
2019/12/13,18.74479167
2019/12/14,18.36439583
2019/12/15,18.921125
2019/12/16,19.14927083
2019/12/17,20.22979167
2019/12/18,20.5948125
2019/12/19,19.87475
2019/12/20,20.04514583
2019/12/21,19.81310417
2019/12/22,19.75172917
2019/12/23,19.19877083
2019/12/24,20.4284375
2019/12/25,20.080875
2019/12/26,19.58720833
2019/12/27,19.89445833
2019/12/28,19.24420833
2019/12/29,18.923
2019/12/30,18.9233125
2019/12/31,19.70804167
2020/1/1,18.77441667
2020/1/2,18.30491667
2020/1/3,18.063125
2020/1/4,18.1106875
2020/1/5,17.86489583
2020/1/6,17.855125
2020/1/7,17.59947917
2020/1/8,17.9503125
2020/1/9,17.63525
2020/1/10,17.639
2020/1/11,17.39522917
2020/1/12,17.3318125
2020/1/13,17.21079167
2020/1/14,16.89125
2020/1/15,17.159375
2020/1/16,16.80225
2020/1/17,16.78045833
2020/1/18,16.25447917
2020/1/19,17.51589583
2020/1/20,17.43285417
2020/1/21,17.189
2020/1/22,17.10175
2020/1/23,16.85357143
